university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Universidad Nacional de Mar del Plata,2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,Argentina,Mar del Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,Public,High,21.0,,L,"1,001"
Universidad Nacional de Rosario (UNR),2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,Public,Medium,9.0,,XL,10.707
Universidad Nacional del Litoral,2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-del-litoral,Argentina,Santa Fe,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-litoral_592560cf2aeae70239af5122_small.jpg,Public,High,33.0,121,XL,"1,382"
Universidad Nacional Mayor de San Marcos,2019,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,Public,Medium,23.0,,XL,1.539
Universidad Peruana Cayetano Heredia (UPCH),2019,801-1000,,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch,Peru,San Martin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,Private,Very High,7.0,189,M,996
Universidad Rey Juan Carlos,2019,801-1000,,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg,Public,High,20.0,"2,999",XL,"2,150"
Universidad Simón Bolívar (USB),2019,801-1000,,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,Public,High,16.0,3,M,508
Universidad Técnica Federico Santa María (USM),2019,801-1000,,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,Private,High,20.0,717,L,897
Universidad Tecnológica de Panamá (UTP),2019,801-1000,,https://www.topuniversities.com/universities/universidad-tecnologica-de-panama-utp,Panama,Panama City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-panam-utp_592560cf2aeae70239af4db4_small.jpg,Public,Medium,11.0,869,L,1.624
Universidad Tecnológica Nacional (UTN),2019,801-1000,,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,Public,High,9.0,837,XL,7.542
Universidade da Coruña ,2019,801-1000,,https://www.topuniversities.com/universities/universidade-da-coruna,Spain,A Coruña,Europe,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,Public,Very High,11.0,693,L,1.277
Universidade de Vigo,2019,801-1000,,https://www.topuniversities.com/universities/universidade-de-vigo,Spain,,Europe,https://www.topuniversities.com/sites/default/files/universidade-de-vigo_592560cf2aeae70239af5079_small.jpg,Public,Very High,16.0,764,L,"1,242"
Universidade do Estado do Rio de Janeiro (UERJ),2019,801-1000,,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,Public,High,13.0,140,XL,"2,558"
Universidade Estadual de Londrina,2019,801-1000,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14.0,117,L,"1,375"
Universidade Federal da Bahia,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16.0,438,XL,"2,629"
Universidade Federal de Santa Maria,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15.0,195,L,"1,985"
Universidade Federal de Viçosa (UFV),2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,Brazil,Viçosa,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg,Public,High,14.0,289,L,"1,249"
Universidade Federal do Ceará (UFC),2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,Brazil,Fortaleza,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,Public,High,16.0,310,XL,"2,098"
Universidade Federal do Paraná - UFPR,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,Brazil,Curitiba,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,Public,High,11.0,91,XL,3.074
Universidade Federal de Pernambuco (UFPE) ,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12.0,216,XL,2.669
Universidade Federal Fluminense ,2019,801-1000,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18.0,799,XL,"3,203"
Catania University,2019,801-1000,,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,Public,Very High,21.0,230,L,1.234
University of Modena and Reggio Emilia,2019,801-1000,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31.0,1.066,L,684
Università degli studi Roma Tre,2019,801-1000,,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,Public,Very High,32.0,"1,679",XL,"1,063"
University of Palermo,2019,801-1000,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,Public,Very High,20.0,504,L,1.434
Université de Caen Normandie,2019,801-1000,,https://www.topuniversities.com/universities/universite-de-caen-basse-normandie,France,Caen,Europe,https://www.topuniversities.com/sites/default/files/universit-de-caen-basse-normandie_592560cf2aeae70239af4ad2_small.jpg,Public,High,19.0,"1,976",L,"1,535"
Université de Cergy-Pontoise,2019,801-1000,,https://www.topuniversities.com/universities/universite-de-cergy-pontoise,France,Cergy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-cergy-pontoise_592560cf2aeae70239af51d5_small.jpg,Public,High,17.0,"2,578",L,"1,008"
Université de Nantes,2019,801-1000,,https://www.topuniversities.com/universities/universite-de-nantes,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,Public,Very High,18.0,"3,948",XL,"2,129"
Université de Poitiers,2019,801-1000,,https://www.topuniversities.com/universities/universite-de-poitiers,France,Poitiers,Europe,https://www.topuniversities.com/sites/default/files/universit-de-poitiers_592560cf2aeae70239af4fa2_small.jpg,Public,Very High,21.0,"4,200",L,"1,308"
Université Jean Moulin Lyon 3,2019,801-1000,,https://www.topuniversities.com/universities/universite-jean-moulin-lyon-3,France,Lyon,Europe,https://www.topuniversities.com/sites/default/files/universit-jean-moulin-lyon-3_592560cf2aeae70239af4bfb_small.jpg,Public,Very High,38.0,"4,010",L,684
Université Lumière Lyon 2,2019,801-1000,,https://www.topuniversities.com/universities/universite-lumiere-lyon-2,France,Lyon,Europe,https://www.topuniversities.com/sites/default/files/universit-lumire-lyon-2_592560cf2aeae70239af4bf9_small.jpg,Public,Very High,27.0,"4,326",L,939
Université Paris-Nanterre,2019,801-1000,,https://www.topuniversities.com/universities/universite-paris-nanterre,France,Paris,Europe,https://www.topuniversities.com/sites/default/files/universit-paris-ouest-nanterre-la-dfense_489_small.jpg,Public,High,26.0,350,XL,"1,268"
Paul Valéry University Montpellier,2019,801-1000,,https://www.topuniversities.com/universities/paul-valery-university-montpellier,France,Montpellier,Europe,https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg,Public,High,13.0,,L,"1,494"
Université Toulouse 1 Capitole,2019,801-1000,,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,Public,Medium,45.0,"4,534",L,467
University of Babylon,2019,801-1000,,https://www.topuniversities.com/universities/university-babylon,Iraq,Hillah,Asia,https://www.topuniversities.com/sites/default/files/university-of-babylon_592560e09988f300e2320b39_small.jpg,Public,Medium,13.0,24,L,"2,079"
University of Bahrain,2019,801-1000,,https://www.topuniversities.com/universities/university-bahrain,Bahrain,Zallaq,Asia,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,Public,Medium,13.0,2.993,L,1.283
University of Bari,2019,801-1000,,https://www.topuniversities.com/universities/university-bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,Public,High,22.0,535,XL,1.395
University of Belgrade,2019,801-1000,,https://www.topuniversities.com/universities/university-belgrade,Serbia,Belgrade,Europe,https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg,Public,Very High,21.0,"4,610",XL,"4,674"
Universitas Brawijaya ,2019,801-1000,,https://www.topuniversities.com/universities/universitas-brawijaya,Indonesia,Malang ,Asia,https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_small.jpg,Public,High,16.0,633,XL,"3,211"
University of Bucharest,2019,801-1000,,https://www.topuniversities.com/universities/university-bucharest,Romania,Bucharest,Europe,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,Public,Very High,17.0,718,XL,"1,972"
University of Calcutta,2019,801-1000,,https://www.topuniversities.com/universities/university-calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,Public,Very High,20.0,103,L,773
University of Central Lancashire,2019,801-1000,,https://www.topuniversities.com/universities/university-central-lancashire,United Kingdom,Preston,Europe,https://www.topuniversities.com/sites/default/files/university-of-central-lancashire_113_small.jpg,Public,High,14.0,4.684,L,1.443
University of Colombo,2019,801-1000,,https://www.topuniversities.com/universities/university-colombo,Sri Lanka,Horana,Asia,https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,Public,High,27.0,107,L,837
University of Dhaka,2019,801-1000,,https://www.topuniversities.com/universities/university-dhaka,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,Public,Medium,15.0,48,XL,2.268
University of Engineering & Technology (UET) Lahore,2019,801-1000,,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,Public,Very High,13.0,681,L,1.020
UNIVERSITY OF GDANSK,2019,801-1000,,https://www.topuniversities.com/universities/university-gdansk,Poland,Gdańsk,Europe,https://www.topuniversities.com/sites/default/files/university-of-gdansk_592560cf2aeae70239af5043_small.jpg,Public,Very High,10.0,515,L,1.777
University of Latvia,2019,801-1000,,https://www.topuniversities.com/universities/university-latvia,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,Public,High,21.0,871,L,570
University of Lodz,2019,801-1000,,https://www.topuniversities.com/universities/university-lodz,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,Public,Very High,10.0,1.759,L,2.099
